phe_region,mid_week,delta_prior_mean,delta_prior_sd
North East,2021-01-24,2.59740759824106,0.1820065423669947
North East,2021-01-31,2.5517614706448786,0.18483123757302164
North East,2021-02-07,2.518249938836603,0.17620621377250342
North East,2021-02-14,2.4292114985126956,0.16762010931823978
North East,2021-02-21,2.312331434675287,0.18712626416814027
North East,2021-02-28,2.192797718581247,0.20586522566136345
North East,2021-03-07,2.0861590184369505,0.21597832202401046
North East,2021-03-14,1.9979063367320746,0.2199883605740699
North East,2021-03-21,1.886693121362821,0.22976113452690677
North East,2021-03-28,1.746536624568987,0.23677429698509767
North East,2021-04-04,1.6031206291528972,0.24569881611611774
North East,2021-04-11,1.4932985981537026,0.2537482657595013
North East,2021-04-18,1.4277033005427953,0.26201813008604746
North East,2021-04-25,1.3479043839057145,0.2714910518843823
North East,2021-05-02,1.2415047389259146,0.282879667682835
North East,2021-05-09,1.119066607887146,0.29564075014987296
North East,2021-05-16,1.0382180594387898,0.31206648387345526
North East,2021-05-23,0.9991682743933971,0.3332067867212306
North West,2020-05-31,2.6732158221533195,0.3480907060906794
North West,2020-06-07,2.6509736011005236,0.32583136746999003
North West,2020-06-14,2.671144443196056,0.308729361719157
North West,2020-06-21,2.7360255803369475,0.2959719504312516
North West,2020-06-28,2.779035824281692,0.2842440988459544
North West,2020-07-05,2.768695097033777,0.27410538262906303
North West,2020-07-12,2.7329581661443743,0.2638234463063478
North West,2020-07-19,2.7705555582255585,0.2549839351289523
North West,2020-07-26,2.874621717672468,0.24667387552078582
North West,2020-08-02,2.911698731723556,0.23887364278027184
North West,2020-08-09,2.8764179661620104,0.23291453309661653
North West,2020-08-16,2.808241164270054,0.2246593976716081
North West,2020-08-23,2.80568591333852,0.2130926278901628
North West,2020-08-30,2.74455509890136,0.19898985150488957
North West,2020-09-06,2.6520095486903092,0.17892283816031176
North West,2020-09-13,2.5634087083194226,0.15669185102714497
North West,2020-09-20,2.4951720941695226,0.1081606485157685
North West,2020-09-27,2.5301092586528116,0.09201567325726107
North West,2020-10-04,2.5390924433230064,0.11607255597039542
North West,2020-10-11,2.494751566214393,0.12556767879498415
North West,2020-10-18,2.4480852979606462,0.0796103379444525
North West,2020-10-25,2.241568121685814,0.06688464660279085
North West,2020-11-01,2.3710109401362334,0.09906222003779046
North West,2020-11-08,2.519006748301427,0.13120847175785544
North West,2020-11-15,2.669112914332653,0.1173010478004225
North West,2020-11-22,2.677433264779106,0.10932865019837176
North West,2020-11-29,2.7033611013133743,0.13681956500892803
North West,2020-12-06,2.7625159954694,0.16841489545124302
North West,2020-12-13,2.845793553120586,0.18196897903573886
North West,2020-12-20,2.9474074088628415,0.18211071642526067
North West,2020-12-27,3.075709594370874,0.17014843050006914
North West,2021-01-03,3.2111301902415343,0.14104636203460374
North West,2021-01-10,3.329000468268984,0.12198100515390374
North West,2021-01-17,3.266509921624573,0.141613139482142
North West,2021-01-24,3.1798776185238493,0.16148537858514161
North West,2021-01-31,3.092273142307099,0.1598775058866967
North West,2021-02-07,3.021881705635225,0.13607159587379422
North West,2021-02-14,3.0527186614094064,0.1572149984258474
North West,2021-02-21,2.9798755258447285,0.18414219599022502
North West,2021-02-28,2.8777079758132103,0.20350566347209148
North West,2021-03-07,2.8017138694369588,0.21404454691010663
North West,2021-03-14,2.7571702331766237,0.21822094321477944
North West,2021-03-21,2.67775040138512,0.22125206447229076
North West,2021-03-28,2.560272603424614,0.23333023855545165
North West,2021-04-04,2.4295548519905887,0.24325933213821865
North West,2021-04-11,2.348282647347352,0.2520010544545584
North West,2021-04-18,2.3235572510399796,0.2606437694954222
North West,2021-04-25,2.2727689601855627,0.271706243199697
North West,2021-05-02,2.191600256336305,0.28427305713060014
North West,2021-05-09,2.0811244553224575,0.29888894452351744
North West,2021-05-16,2.0190315906327894,0.3169342200286015
North West,2021-05-23,1.9969740548505672,0.3390801476574958
South East,2020-05-31,2.2172680492218824,0.33541480779364535
South East,2020-06-07,2.1890519687174086,0.3135631065889845
South East,2020-06-14,2.212388072336867,0.2966667135807078
South East,2020-06-21,2.293318333755444,0.2838149848043289
South East,2020-06-28,2.3463785704472664,0.27197280978034954
South East,2020-07-05,2.300354892723823,0.26456758996905283
South East,2020-07-12,2.236714577271047,0.25660066120757224
South East,2020-07-19,2.258074277863336,0.24962701777359173
South East,2020-07-26,2.3662644717023382,0.24292321318616716
South East,2020-08-02,2.4000227887024135,0.2387450463659544
South East,2020-08-09,2.3711768224086374,0.23553959924582632
South East,2020-08-16,2.331246442889899,0.22966031007887988
South East,2020-08-23,2.3855049468300233,0.22172446775699475
South East,2020-08-30,2.34966489680449,0.21540288624129614
South East,2020-09-06,2.2695995741355537,0.20399801804568132
South East,2020-09-13,2.159285881513953,0.18506291880685805
South East,2020-09-20,2.127826433021463,0.15467179502389203
South East,2020-09-27,2.2153069010831006,0.14613031765808962
South East,2020-10-04,2.252951610423458,0.14606875848114728
South East,2020-10-11,2.286174471297913,0.14577510450685666
South East,2020-10-18,2.34675514078745,0.11374175683236816
South East,2020-10-25,2.1638656561426295,0.07861880612640589
South East,2020-11-01,2.3426676519866887,0.1109668755104985
South East,2020-11-08,2.4955788465190665,0.13242065885622856
South East,2020-11-15,2.6619442222683123,0.10929135577871409
South East,2020-11-22,2.6545965200119026,0.09240002552217011
South East,2020-11-29,2.6603475849293807,0.11624770850944055
South East,2020-12-06,2.724094868469643,0.15799115755093537
South East,2020-12-13,2.795262809913715,0.17406552340138767
South East,2020-12-20,2.8784749405973282,0.1749470570342565
South East,2020-12-27,2.968561828405318,0.16003403595208196
South East,2021-01-03,3.053671944326891,0.1226120091511715
South East,2021-01-10,2.951551819004137,0.06773860183882581
South East,2021-01-17,2.933436367209062,0.09778429746628496
South East,2021-01-24,3.0880554468133092,0.14763806439171395
South East,2021-01-31,3.2173403936391334,0.16698031866111782
South East,2021-02-07,3.3657070812292176,0.16652650242952455
South East,2021-02-14,3.4651864478669188,0.15236728455863677
South East,2021-02-21,3.616510309596435,0.15577487325599024
South East,2021-02-28,3.8853178484007693,0.15458885808055361
South East,2021-03-07,4.23156832325851,0.12836293780112662
South East,2021-03-14,4.67439436599861,0.03679760904669865
South East,2021-03-21,4.304291133744815,0.13273583504814948
South East,2021-03-28,3.8714216861181407,0.1745432902018087
South East,2021-04-04,3.435157028245558,0.20114563400040897
South East,2021-04-11,3.1003380166746233,0.22033915853603556
South East,2021-04-18,2.864844340197735,0.235809088947897
South East,2021-04-25,2.615595753471763,0.24919699075702215
South East,2021-05-02,2.3485121846230315,0.26347267479960007
South East,2021-05-09,2.0875691350375796,0.279220595126586
South East,2021-05-16,1.9229593154021352,0.2978078778018978
South East,2021-05-23,1.8492137560715818,0.32052741004695157
South West,2020-05-31,0.9371499744615607,0.3329363188001857
South West,2020-06-07,0.9048663584768404,0.30950841812997565
South West,2020-06-14,0.9105637409414454,0.2909377566309295
South West,2020-06-21,0.9668091626197751,0.27613850413763896
South West,2020-06-28,1.0100499006699002,0.2710954840114041
South West,2020-07-05,1.0103360388891065,0.26654819455927775
South West,2020-07-12,0.9916662262686047,0.26103882124034417
South West,2020-07-19,1.069758947971181,0.25696105406305236
South West,2020-07-26,1.2309594326981337,0.2539425487945782
South West,2020-08-02,1.3472928495349998,0.25024632888711656
South West,2020-08-09,1.4171657061450298,0.2464263628916232
South West,2020-08-16,1.4643275154982482,0.24047279761985602
South West,2020-08-23,1.5815020007365204,0.2337367705896386
South West,2020-08-30,1.64172093474755,0.22521343814933167
South West,2020-09-06,1.6675119854100728,0.21383587489856823
South West,2020-09-13,1.6758185961001706,0.1959920642324719
South West,2020-09-20,1.7562300606450578,0.16970406741801178
South West,2020-09-27,1.9012404461277501,0.15336673581922436
South West,2020-10-04,2.069267074157303,0.1584110889493896
South West,2020-10-11,2.182931665545898,0.15696135102187525
South West,2020-10-18,2.309669712958839,0.13062843450008252
South West,2020-10-25,2.303678037000032,0.10486143465211759
South West,2020-11-01,2.4209398565823563,0.13192926150225603
South West,2020-11-08,2.5089912473217666,0.15084918885599852
South West,2020-11-15,2.6059368260977047,0.1414132621428376
South West,2020-11-22,2.635703992777338,0.14132997047033308
South West,2020-11-29,2.638578754174572,0.16008522710603876
South West,2020-12-06,2.6577362510672295,0.1846034670214843
South West,2020-12-13,2.696410006233208,0.19529143216487077
South West,2020-12-20,2.767261354437192,0.19725157808816834
South West,2020-12-27,2.8591844112765403,0.18960598488259012
South West,2021-01-03,2.961232428082935,0.17071698433771457
South West,2021-01-10,3.0224106070518766,0.1554369977659805
South West,2021-01-17,2.9599078214397867,0.18706753813302365
South West,2021-01-24,2.8638694441455073,0.20595320664715422
South West,2021-01-31,2.759906309528222,0.2185485888696729
South West,2021-02-07,2.682032779987534,0.2262515547848069
South West,2021-02-14,2.5574379398732177,0.2336310670442481
South West,2021-02-21,2.3796776759412563,0.2398571642458038
South West,2021-02-28,2.1710133207362188,0.24380724183784788
South West,2021-03-07,2.0101404220001737,0.2465140614219862
South West,2021-03-14,1.8983347647201485,0.24846964402732183
South West,2021-03-21,1.7583694582171934,0.251975536876324
South West,2021-03-28,1.548973687637055,0.2571767076975959
South West,2021-04-04,1.3192742511111364,0.2609228559443493
South West,2021-04-11,1.148283477135703,0.26586059626439906
South West,2021-04-18,1.039714795506119,0.27257951793431756
South West,2021-04-25,0.8878134010081509,0.2806659898947484
South West,2021-05-02,0.7000899218408375,0.2898121246134761
South West,2021-05-09,0.5089286201527834,0.3005906846100833
South West,2021-05-16,0.384873252987732,0.3157182808028686
South West,2021-05-23,0.3272723386331101,0.33611643129424407
West Midlands,2020-05-31,2.2252831064094156,0.3510917562688701
West Midlands,2020-06-07,2.2106536514872888,0.3270670701371644
West Midlands,2020-06-14,2.24076921494722,0.30861254562438356
West Midlands,2020-06-21,2.3159759914061495,0.294753762502492
West Midlands,2020-06-28,2.3647727442763196,0.2844467337769959
West Midlands,2020-07-05,2.3569487672084484,0.2769441194637016
West Midlands,2020-07-12,2.3397983549301107,0.2689247773891262
West Midlands,2020-07-19,2.387812750727887,0.26284165825363276
West Midlands,2020-07-26,2.5024030015119223,0.25819232980068746
West Midlands,2020-08-02,2.5768561658433686,0.25293016559474746
West Midlands,2020-08-09,2.599196972555802,0.24831910835577503
West Midlands,2020-08-16,2.6022722260050113,0.2417026895332937
West Midlands,2020-08-23,2.677394099149793,0.23421179118586427
West Midlands,2020-08-30,2.699526864409453,0.22668279289950674
West Midlands,2020-09-06,2.6977105901066833,0.21630155605204035
West Midlands,2020-09-13,2.6442650935120366,0.20109761212306318
West Midlands,2020-09-20,2.6422180985352828,0.17794538264438176
West Midlands,2020-09-27,2.5988983309035216,0.15344251685647592
West Midlands,2020-10-04,2.4946217934180948,0.14536301853338637
West Midlands,2020-10-11,2.444292943243541,0.14294108509844133
West Midlands,2020-10-18,2.4090849621288717,0.10655408144034348
West Midlands,2020-10-25,2.2524406778222588,0.08492887845742321
West Midlands,2020-11-01,2.4678923430721675,0.12249465499982547
West Midlands,2020-11-08,2.5597196477698074,0.13504550197317067
West Midlands,2020-11-15,2.6509938573656258,0.10629934797725273
West Midlands,2020-11-22,2.776715868918772,0.11343537034959557
West Midlands,2020-11-29,2.8591418023305923,0.1511190734883636
West Midlands,2020-12-06,2.9018772314949857,0.17800310517394188
West Midlands,2020-12-13,2.9620831225753443,0.1897093070233644
West Midlands,2020-12-20,3.047401130297574,0.19161180470463207
West Midlands,2020-12-27,3.147734744502914,0.182567018423825
West Midlands,2021-01-03,3.2495397889233737,0.15945371092937083
West Midlands,2021-01-10,3.291287975482097,0.12436087815126036
West Midlands,2021-01-17,3.2700759254377187,0.14948370331364597
West Midlands,2021-01-24,3.2282443504524143,0.1805276992762973
West Midlands,2021-01-31,3.2005699486733628,0.1998319306986714
West Midlands,2021-02-07,3.1835416455889813,0.20928235803500464
West Midlands,2021-02-14,3.1184478753074067,0.21425453898083
West Midlands,2021-02-21,2.9919405599034667,0.22402046392872496
West Midlands,2021-02-28,2.8327336572031774,0.23057653786523882
West Midlands,2021-03-07,2.697993925859623,0.23256415704616626
West Midlands,2021-03-14,2.5963207630988028,0.23104843907288816
West Midlands,2021-03-21,2.4748742856183155,0.23961519641306042
West Midlands,2021-03-28,2.2913002889444627,0.24765013202885602
West Midlands,2021-04-04,2.094064777894979,0.2541635095610147
West Midlands,2021-04-11,1.9444953185336535,0.2607653552388275
West Midlands,2021-04-18,1.8466633003807813,0.2682077001146871
West Midlands,2021-04-25,1.7192626649834297,0.2759202999316102
West Midlands,2021-05-02,1.5691509257421867,0.2870175367363881
West Midlands,2021-05-09,1.3999313121003576,0.29866657270474084
West Midlands,2021-05-16,1.2934529296976698,0.3144270939086514
West Midlands,2021-05-23,1.2471926419602692,0.3352584386888191
Yorkshire and The Humber,2020-05-31,2.5999903756867817,0.3464681713643007
Yorkshire and The Humber,2020-06-07,2.59161925485198,0.323703117220572
Yorkshire and The Humber,2020-06-14,2.6205236445831748,0.3059431579564613
Yorkshire and The Humber,2020-06-21,2.6838966879624473,0.29211248958818176
Yorkshire and The Humber,2020-06-28,2.6776503593123593,0.2827554682984175
Yorkshire and The Humber,2020-07-05,2.6289364922137315,0.27419181149626304
Yorkshire and The Humber,2020-07-12,2.5590224064250804,0.26647531027040133
Yorkshire and The Humber,2020-07-19,2.551595624801022,0.26032837816877824
Yorkshire and The Humber,2020-07-26,2.605118217401456,0.25523618858830566
Yorkshire and The Humber,2020-08-02,2.618426128773583,0.24939761752929915
Yorkshire and The Humber,2020-08-09,2.59072802928627,0.24298101858152066
Yorkshire and The Humber,2020-08-16,2.546747922754171,0.23487483548088553
Yorkshire and The Humber,2020-08-23,2.566258477952281,0.22497657934595186
Yorkshire and The Humber,2020-08-30,2.5639448621414944,0.21009811317580393
Yorkshire and The Humber,2020-09-06,2.5572725598940282,0.20041893896539834
Yorkshire and The Humber,2020-09-13,2.528698597734549,0.1812446023703536
Yorkshire and The Humber,2020-09-20,2.536554139336752,0.14846407047835608
Yorkshire and The Humber,2020-09-27,2.6226712574152016,0.13833841207802808
Yorkshire and The Humber,2020-10-04,2.6251904834201367,0.1466698688260011
Yorkshire and The Humber,2020-10-11,2.584691423401408,0.1415152580517252
Yorkshire and The Humber,2020-10-18,2.547230226555489,0.10017795367659267
Yorkshire and The Humber,2020-10-25,2.5213592966670193,0.091957310646319
Yorkshire and The Humber,2020-11-01,2.6923969388418905,0.13227112475433528
Yorkshire and The Humber,2020-11-08,2.7784535898368814,0.14808508886717797
Yorkshire and The Humber,2020-11-15,2.864053803882867,0.13513320207537807
Yorkshire and The Humber,2020-11-22,2.8321918614479564,0.13477762220370257
Yorkshire and The Humber,2020-11-29,2.694471262175662,0.14386886819477804
Yorkshire and The Humber,2020-12-06,2.7097136534072845,0.17474912494516553
Yorkshire and The Humber,2020-12-13,2.7441511896210837,0.18991945674333724
Yorkshire and The Humber,2020-12-20,2.795718837665063,0.19409326724507617
Yorkshire and The Humber,2020-12-27,2.859512421478321,0.18742260426575022
Yorkshire and The Humber,2021-01-03,2.9317245874263897,0.1697036296555146
Yorkshire and The Humber,2021-01-10,2.956601212506866,0.13672795006161417
Yorkshire and The Humber,2021-01-17,2.961617345452827,0.16465947447766682
Yorkshire and The Humber,2021-01-24,2.9550018643209923,0.19107357568044103
Yorkshire and The Humber,2021-01-31,2.9733428932605386,0.20951797533050598
Yorkshire and The Humber,2021-02-07,3.006919570559186,0.22043142298851595
Yorkshire and The Humber,2021-02-14,3.0062751341062253,0.22963622196119757
Yorkshire and The Humber,2021-02-21,2.963827593986013,0.23726486304340916
Yorkshire and The Humber,2021-02-28,2.8958314699444547,0.24325393587925861
Yorkshire and The Humber,2021-03-07,2.8396181448736515,0.24446853959180562
Yorkshire and The Humber,2021-03-14,2.8014222573590803,0.24201456405503827
Yorkshire and The Humber,2021-03-21,2.7358307272800872,0.23991263829381354
Yorkshire and The Humber,2021-03-28,2.6299424245676524,0.23538981224725994
Yorkshire and The Humber,2021-04-04,2.5579259027531958,0.24464533585887818
Yorkshire and The Humber,2021-04-11,2.516364404071598,0.2519433965677848
Yorkshire and The Humber,2021-04-18,2.512925217101692,0.25837472485260443
Yorkshire and The Humber,2021-04-25,2.462346544009104,0.2667171352971954
Yorkshire and The Humber,2021-05-02,2.3386232162399847,0.27911197042999375
Yorkshire and The Humber,2021-05-09,2.2002889372882635,0.29361571194166536
Yorkshire and The Humber,2021-05-16,2.1094546445990234,0.3111623428568809
Yorkshire and The Humber,2021-05-23,2.0659352860443843,0.33288563158991813
