upper,lower,mean,var,mid_week,phe_region,alpha,beta
0.7286105385684482,0.6167700263553968,0.6768748822979178,7.919347204021329e-4,2021-05-23,London,186.26135739052282,88.9170577963215
0.705994366200448,0.5805110164457054,0.646648666631345,9.916708546436272e-4,2020-05-31,North East,148.34981397048085,81.06350059381748
0.705994366200448,0.5805110164457054,0.646648666631345,9.916708546436272e-4,2020-06-07,North East,148.34981397048085,81.06350059381748
0.705994366200448,0.5805110164457054,0.646648666631345,9.916708546436272e-4,2020-06-14,North East,148.34981397048085,81.06350059381748
0.6321573637712585,0.460059188618285,0.548997660744833,0.001872098548559988,2020-06-21,North East,72.0601060428951,59.19747699512753
0.6216524593926008,0.44803814531052905,0.5372150446402281,0.0018992788813074193,2020-06-28,North East,69.78407445600574,60.115628004374926
0.6473962480498083,0.4728842550823799,0.5630535168376458,0.0019548384279240807,2020-07-05,North East,70.2994891216728,54.554520345323155
0.6993295213947079,0.5535490173281421,0.6309435655454997,0.0013459258214553167,2020-07-12,North East,108.52633206513367,63.48006912750585
0.7116300100843406,0.5896619703104025,0.6543459123026244,9.383748189337894e-4,2020-07-19,North East,157.06324675594036,82.96766625647432
0.682752725421145,0.5546655394475154,0.6215259565369132,0.001034040991323649,2020-07-26,North East,140.76788525018418,85.71965524535713
0.7250415302823235,0.5914158032625265,0.6630440451517935,0.001120822344042136,2020-08-02,North East,131.50337205995217,66.82941295110474
0.7595569648003447,0.6705388806888967,0.7195345788606271,4.942876077914139e-4,2020-08-09,North East,293.0474202298033,114.22615471615661
0.7476291540724302,0.6600619043795608,0.7069335039913447,4.816419136927957e-4,2020-08-16,North East,303.3808886181846,125.76964237984691
0.744156093382965,0.6484423990284565,0.7000111311449451,5.764119995273496e-4,2020-08-23,North East,254.32455602584915,108.99046099377084
0.768081755241855,0.6837750292899347,0.7298532941373487,4.525104099694494e-4,2020-08-30,North East,317.2812229684322,117.4379534976318
0.791354794512166,0.730137434987108,0.7637263764099185,2.4044281974136894e-4,2020-09-06,North East,572.400411260628,177.08321133118986
0.7581011809073812,0.6918912126470868,0.7271505486793439,2.773356480958805e-4,2020-09-13,North East,519.4677143047197,194.92040690096553
0.7727346056384924,0.6900023111720077,0.7348815923622246,4.3926156983168475e-4,2020-09-20,North East,325.21543824281036,117.32583864157652
0.7791115470557634,0.7150903069680195,0.7500407269248834,2.6108058969497695e-4,2020-09-27,North East,537.8474926724307,179.2435576730209
0.7674682551833668,0.694676698645273,0.7337893345442074,3.3801251978030045e-4,2020-10-04,North East,423.33416443129653,153.58095889118977
0.7346049261930058,0.6467601912566742,0.6935868823755459,4.8631151533054485e-4,2020-10-11,North East,302.41241916662744,133.5998914048473
0.7043447390396012,0.585170190633844,0.6476819717483923,8.874643657011098e-4,2020-10-18,North East,165.88809980940877,90.23775677665662
0.6993788358243468,0.5694491922266689,0.6375778076374977,0.0010571163727218968,2020-10-25,North East,138.72891400836377,78.85851194426553
0.7105664219715668,0.5827725950092213,0.6505087018790033,0.0010293629645857102,2020-11-01,North East,143.02212372105595,76.83984477826554
0.7320543394507529,0.6198338366520177,0.6804436940403199,7.922698641978442e-4,2020-11-08,North East,186.06871007514937,87.38332086412747
0.7145531562566132,0.6065076062520357,0.6636274363831759,7.364549481365724e-4,2020-11-15,North East,200.487766379888,101.62115104607439
0.6628144973988415,0.527748184214387,0.5975778942301595,0.0011474816973963678,2020-11-22,North East,124.637245951861,83.93346450326247
0.6353483042677691,0.4706463623429934,0.5552676812517703,0.0017323120500405047,2020-11-29,North East,78.59955085443647,62.952989493752355
0.6649938267596442,0.5006205771615883,0.5863668493350618,0.001731663455062845,2020-12-06,North East,81.54152304883166,57.52077752511705
0.7079520747500805,0.5698806699122236,0.6429623778229319,0.0011945395258116662,2020-12-13,North East,122.9189381960235,68.25700371869094
0.728848892281934,0.6159040693575888,0.6765173368122475,8.06108736102737e-4,2020-12-20,North East,182.9837631545116,87.49528179758359
0.7502180129352011,0.6518515156822026,0.7052750200768416,6.086807900190429e-4,2020-12-27,North East,240.1434519254451,100.35273054147515
0.7489057952237118,0.6603728110719987,0.7081593668587477,4.914887118353685e-4,2021-01-03,North East,297.07094479004553,122.42635863162974
0.710682104028313,0.6060610180573714,0.6610106548088862,6.926721038619323e-4,2021-01-10,North East,213.17225589466184,109.32217644742343
0.686363460771685,0.5512731742061114,0.6212739958859748,0.001143577086798728,2021-01-17,North East,127.20673744844179,77.54468992626619
0.6799331483064708,0.5389510871703646,0.6129900213919884,0.001256421171412945,2021-01-24,North East,115.12974132255773,72.68692339429867
0.6755980656117846,0.5296298215599742,0.6055818306385808,0.0013468918397241823,2021-01-31,North East,106.78590724948037,69.55014156637587
0.6735586447235851,0.5281222622899716,0.6043610049980582,0.0013464675214139446,2021-02-07,North East,106.71944790289119,69.86283821471508
0.6743960173983724,0.5262423079095495,0.6033853754577876,0.0013928377350950914,2021-02-14,North East,103.06772720571078,67.7480257076134
0.6695207077768153,0.5236254881425106,0.600018282085934,0.0013575469462284277,2021-02-21,North East,105.47527729644922,70.31149528282889
0.6535741420093976,0.49946178322491325,0.579304063757605,0.001515963772451112,2021-02-28,North East,92.55134807660752,67.21163973376848
0.6583590434099517,0.499210796462342,0.5819890805098131,0.0016190323635680945,2021-03-07,North East,86.86840467976387,62.39282304579507
0.6774554886061238,0.5258769436811843,0.6053734068706713,0.0014565999709997071,2021-03-14,North East,98.68170455114517,64.32794111739506
0.6771080921947326,0.535090124360405,0.6096102149230571,0.0012791431819786214,2021-03-21,North East,112.80885246134487,72.24193851922163
0.6853064411212959,0.539650465366159,0.6156306074484823,0.0013369603139983307,2021-03-28,North East,108.3452711122381,67.64544442622663
0.6639187274655511,0.523791782165596,0.5974797503830499,0.0012444455451523038,2021-04-04,North East,114.8696094179409,77.3872986099829
0.6217316825063179,0.4556524956657959,0.5400427010291264,0.0017616142994950257,2021-04-11,North East,75.6087267311092,64.39636284241205
0.6493917913832057,0.47484097928089614,0.5656304954396166,0.001934887474376598,2021-04-18,North East,71.25831298284594,54.7220108458099
0.6786315401664479,0.5264281006963923,0.6064869516485047,0.0014687433729388348,2021-04-25,North East,97.94340233255463,63.549605994059235
0.6959986421861375,0.5583793553257658,0.6307794142689328,0.0011900947179747303,2021-05-02,North East,122.81021234332688,71.88576150303385
0.7108429806127406,0.5837007626345252,0.6511344500273131,0.0010187939585302056,2021-05-09,North East,144.53096473639044,77.43696328573742
0.7080100220802683,0.587508825895354,0.6510941766375591,9.147652593355449e-4,2021-05-16,North East,161.04002882993112,86.29750636595863
0.701862757905147,0.5741461783320371,0.641221281373679,0.0010270246955980315,2021-05-23,North East,142.99422995080923,80.0087085113622
0.705994366200448,0.5805110164457054,0.646648666631345,9.916708546436272e-4,2020-05-31,North West,148.34981397048085,81.06350059381748
0.705994366200448,0.5805110164457054,0.646648666631345,9.916708546436272e-4,2020-06-07,North West,148.34981397048085,81.06350059381748
0.705994366200448,0.5805110164457054,0.646648666631345,9.916708546436272e-4,2020-06-14,North West,148.34981397048085,81.06350059381748
0.677676804738861,0.5280223925699762,0.6066734076247992,0.0014260871484376143,2020-06-21,North West,100.90527442958522,65.42025288278167
0.6731187885591919,0.5291013714836434,0.6044396639863818,0.001312832026320196,2020-06-28,North West,109.4758301492636,71.64370364713218
0.6769419701290412,0.5281993566885563,0.6057498396783229,0.0013983890462336615,2020-07-05,North West,102.84424680645658,66.93581761926568
0.6898341626063662,0.5494489597749688,0.6232855239177217,0.0012467960077042473,2020-07-12,North West,116.75587168514153,70.56738098926867
0.7148915768843452,0.5860994582096568,0.6545981213348797,0.0010473918174450875,2020-07-19,North West,140.65284163296923,74.21615515874929
